Title,Rating,Runtime,Directors,Writers,Stars,Genres,Popularity,Budget,Gross Worldwide,URL
Forget Me Not,5.1,1h 43m,Tyler Oliver,"Jamieson Stern, Tyler Oliver","Carly Schroeder, Cody Linley, Micah Alberti, Brie Gabrielle, Jillian Murray, Zachary Abel, Sean Wing, Chloe Bridges, Brittany Renee Finamore, Bella Thorne","Supernatural Horror, Adventure, Horror, Mystery, Thriller",N/A,"$1,300,000 (estimated)",N/A,https://www.imdb.com/title/tt1147684/
Lake Eerie,3.8,1h 44m,Chris Majors,Meredith Majors,"Lance Henriksen, Betsy Baker, Marilyn Ghigliotti, Jason K. Wixom, Al Snow, G. Larry Butler, Meredith Majors, Chris Majors, Anne Leigh Cooper, J. Brian","Horror, Sci-Fi, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt2948078/
Robot Overlords,4.6,1h 30m,Jon Wright,"Mark Stay, Jon Wright","Ben Kingsley, Gillian Anderson, Callan McAuliffe, Ella Hunt, James Tarpey, Milo Parker, Craig Garner, Steven Mackintosh, Tamer Hassan, Geraldine James","Action, Adventure, Sci-Fi",N/A,"$21,000,000 (estimated)","$943,502",https://www.imdb.com/title/tt2145829/
Special,6.7,1h 21m,"Hal Haberman, Jeremy Passmore","Hal Haberman, Jeremy Passmore","Michael Rapaport, Paul Blackthorne, Josh Peck, Robert Baker, Jack Kehler, Alexandra Holden, Ian Bohen, Christopher Darga, Michael Shamus Wiles, Erich Anderson","Comedy, Drama, Sci-Fi",N/A,"$1,000,000 (estimated)","$14,967",https://www.imdb.com/title/tt0479162/
Promisiunea,6.9,2h 3m,Emir Kusturica,Emir Kusturica,"Uros Milovanovic, Marija Petronijevic, Aleksandar Bercek, Predrag 'Miki' Manojlovic, Ljiljana Blagojevic, Ivan Maksimovic, Kosanka Djekic, Stribor Kusturica, Vladan Milojevic, Stanoje Bogicevic","Comedy, Romance",N/A,N/A,"$2,043,351",https://www.imdb.com/title/tt0479519/
Race Gurram,7.3,2h 43m,Surender Reddy,"Writers, Vakkantham Vamsi, Vema Reddy, A. Deepakraj, ","Allu Arjun, Shruti Haasan, Shaam, Ravi Kishan, Brahmanandam, Prakash Raj, Tanikella Bharani, Pavitra Lokesh, Saloni Aswani, Mukesh Rishi","Telugu, Action, Comedy",N/A,"$5,000,000 (estimated)",N/A,https://www.imdb.com/title/tt3142764/
The Naked Kiss,7.2,1h 30m,Samuel Fuller,Samuel Fuller,"Constance Towers, Anthony Eisley, Michael Dante, Virginia Grey, Patsy Kelly, Betty Bronson, Marie Devereux, Karen Conrad, Linda Francis, Barbara Perry","Crime, Drama",N/A,N/A,N/A,https://www.imdb.com/title/tt0058390/
Convertire prietenoasa,7.3,2h 17m,William Wyler,"Jessamyn West, Michael Wilson","Gary Cooper, Dorothy McGuire, Anthony Perkins, Richard Eyer, Robert Middleton, Phyllis Love, Peter Mark Richman, Walter Catlett, Richard Hale, Joel Fluellen","Drama, Family, Romance, War, Western",N/A,"$3,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0049233/
Groapa cu șerpi,7.5,1h 48m,Anatole Litvak,"Writers, Frank Partos, Millen Brand, Mary Jane Ward, ","Olivia de Havilland, Mark Stevens, Leo Genn, Celeste Holm, Glenn Langan, Helen Craig, Leif Erickson, Beulah Bondi, Lee Patrick, Howard Freeman","Psychological Drama, Drama, Mystery",N/A,N/A,N/A,https://www.imdb.com/title/tt0040806/
Ayan,7.6,2h 42m,K.V. Anand,"Writers, K.V. Anand, D. Suresh, A.N. Balakrishnan, ","Suriya, Tamannaah Bhatia, Prabhu, Jagan, Akashdeep Saigal, Karunas, Ponvannan, Renuka, Delhi Ganesh, Kalairani","Tamil, Action, Crime, Drama, Thriller",N/A,"₹180,000,000 (estimated)","$1,165,247",https://www.imdb.com/title/tt1355546/
Shanghai Kiss,6.6,1h 46m,"Kern Konwiser, David Ren",David Ren,"Ken Leung, Hayden Panettiere, Kelly Hu, Joel David Moore, James Hong, Kathleen Lancaster, Lorna Scott, Spencer Redford, Steve Connell, Brian Gardner","Comedy, Drama, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0469184/
Dream a Little Dream,5.7,1h 54m,Marc Rocco,"Daniel Jay Franklin, Marc Rocco, Danny Eisenberg","Corey Feldman, Corey Haim, Jason Robards, Piper Laurie, Harry Dean Stanton, Meredith Salenger, William McNamara, Ria Pavia, Lala Sloatman, Laura Lee Norton","Body Swap Comedy, Comedy, Drama, Romance",N/A,N/A,"$5,552,441",https://www.imdb.com/title/tt0097236/
Raja Hindustani,6.1,2h 57m,Dharmesh Darshan,"Robin Bhatt, Dharmesh Darshan, Javed Siddiqui","Aamir Khan, Karisma Kapoor, Suresh Oberoi, Johny Lever, Navneet Nishan, Veeru Krishnan, Kunal Kemmu, Pramod Moutho, Mohnish Behl, Tiku Talsania","Hindi, Action, Comedy, Drama, Musical, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0117437/
Octombrie,7.4,2h 22m,"Grigoriy Aleksandrov, Sergei Eisenstein","Sergei Eisenstein, Grigoriy Aleksandrov, John Reed","Boris Livanov, Nikolay Popov, Vasili Nikandrov, Layaschenko, Vladimir Antonov-Ovseenko, Chibisov, Mikholyev, Nikolai Podvoisky, Smelsky, Eduard Tisse","Docudrama, Drama, History",N/A,N/A,N/A,https://www.imdb.com/title/tt0018217/
Underclassman,4.4,1h 35m,Marcos Siega,"Brent Goldberg, David Wagner, Nick Cannon","Nick Cannon, Adrian Young, Art Bonilla, Bart McCarthy, Kelly Hu, Ian Gomez, Cheech Marin, Ryan Beil, Peter Bryant, Angelo Spizzirri","Action, Comedy, Crime, Drama, Thriller",N/A,"$25,000,000 (estimated)","$5,879,555",https://www.imdb.com/title/tt0373416/
Body Shots,4.9,1h 46m,Michael Cristofer,David McKenna,"Joe Basile, Scott Burkholder, Liz Coke, Allison Dunbar, Sean Patrick Flanery, Edmund Genest, Adam Lieberman, Mark Hicks, Larry Joshua, Elizabeth Liebel",Drama,N/A,N/A,"$752,122",https://www.imdb.com/title/tt0172627/
Efect de recul,5.7,1h 34m,David Koepp,"James Burke, David Koepp","Kyle MacLachlan, Elisabeth Shue, Dermot Mulroney, Richard T. Jones, Bill Smitrovich, Michael Rooker, Tori Kristiansen, Tyra Kristiansen, Rick Worthy, Edhem Barker","Drama, Thriller",N/A,"$8,000,000 (estimated)","$3,622,979",https://www.imdb.com/title/tt0117965/
Căpitanul Horatio Hornblower,7.3,1h 57m,Raoul Walsh,"Writers, Ivan Goff, Ben Roberts, Æneas MacKenzie, ","Gregory Peck, Virginia Mayo, Robert Beatty, Moultrie Kelsall, Denis O'Dea, James Kenney, Terence Morgan, James Robertson Justice, Richard Hearne, Michael Dolan","Action, Adventure, Drama, War",N/A,N/A,N/A,https://www.imdb.com/title/tt0043379/
Inamicul public,5.6,1h 39m,David Hogan,Keenen Ivory Wayans,"Keenen Ivory Wayans, Robert Kotecki, Rick Cramer, Kenn Whitaker, Wolfgang Bodison, Jon Voight, Eddie Velez, Michael Marich, Simon Baker, Jill Hennessy","Action, Thriller",N/A,"$25,000,000 (estimated)","$11,838,218",https://www.imdb.com/title/tt0119709/
Deceived,6.1,1h 44m,Damian Harris,"Mary Agnes Donoghue, Bruce Joel Rubin","Goldie Hawn, Damon Redfern, John Heard, Charles Kassatly, Robin Bartlett, Ashley Peldon, Beatrice Straight, George R. Robertson, Maia Filar, Tom Irwin","Whodunnit, Crime, Drama, Mystery, Thriller",N/A,N/A,"$28,738,096",https://www.imdb.com/title/tt0101694/
Kauas pilvet karkaavat,7.6,1h 35m,Aki Kaurismäki,Aki Kaurismäki,"Kati Outinen, Kari Väänänen, Elina Salo, Sakari Kuosmanen, Markku Peltola, Matti Onnismaa, Matti Pellonpää, Pietari, Shelley Fisher, Markus Allan","Finnish, Comedy, Drama",N/A,"FIM 5,562,154 (estimated)",N/A,https://www.imdb.com/title/tt0116752/
The Trotsky,6.7,1h 53m,Jacob Tierney,Jacob Tierney,"Liane Balaban, Jay Baruchel, Taylor Baruchel, Dan Beirne, Domini Blythe, Jonathan Bosco, Hélène Bourgeois Leclerc, Justin Bradley, Geneviève Bujold, Anne-Marie Cadieux","Comedy, Drama",N/A,"CA$6,400,000 (estimated)",N/A,https://www.imdb.com/title/tt1295072/
Make Way for Tomorrow,8.1,1h 31m,Leo McCarey,"Writers, Viña Delmar, Josephine Lawrence, Helen Leary, ","Victor Moore, Beulah Bondi, Fay Bainter, Thomas Mitchell, Porter Hall, Barbara Read, Maurice Moscovitch, Elisabeth Risdon, Minna Gombell, Ray Mayer","Dark Comedy, Tragedy, Tragic Romance, Drama, Romance",N/A,N/A,"$6,679",https://www.imdb.com/title/tt0029192/
Campanadas a medianoche,7.6,1h 59m,Orson Welles,"William Shakespeare, Raphael Holinshed, Orson Welles","Orson Welles, Jeanne Moreau, Margaret Rutherford, John Gielgud, Marina Vlady, Walter Chiari, Michael Aldridge, Julio Peña, Tony Beckley, Andrés Mejuto","Comedy, Drama, History, War",N/A,"$800,000 (estimated)","$126,724",https://www.imdb.com/title/tt0059012/
Rabbits,6.9,43m,David Lynch,David Lynch,"Scott Coffey, Rebekah Del Rio, Laura Harring, Naomi Watts","Drama, Fantasy, Horror, Mystery, Short, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt0347840/
Embrace of the Vampire,4.4,1h 32m,Anne Goursaud,"Halle Eaton, Nicole Coady, Rick Bitzelberger","Martin Kemp, Alyssa Milano, Rebecca Ferratti, Glori Gold, Seana Ryan, Sabrina Allen, Harold Pruett, Jennifer Tilly, Rachel True, Jordan Ladd","Vampire Horror, Horror, Thriller",N/A,"$500,000 (estimated)",N/A,https://www.imdb.com/title/tt0109723/
Der bewegte Mann,6.5,1h 33m,Sönke Wortmann,"Sönke Wortmann, Ralf König","Til Schweiger, Joachim Król, Katja Riemann, Rufus Beck, Armin Rohde, Nico van der Knaap, Antonia Lang, Martina Gedeck, Judith Reinartz, Kai Wiesinger","German, Comedy",N/A,N/A,"$468,930",https://www.imdb.com/title/tt0109255/
La gloire de mon père,7.6,1h 45m,Yves Robert,"Writers, Marcel Pagnol, Jérôme Tonnerre, Louis Nucéra, ","Philippe Caubère, Nathalie Roussel, Didier Pain, Thérèse Liotard, Julien Ciamaca, Victorien Delamare, Joris Molinas, Benoît Martin, Paul Crauchet, Pierre Maguelon","French, Adventure, Biography, Comedy, Drama, Family",N/A,N/A,"$1,730,856",https://www.imdb.com/title/tt0099669/
11 povesti pentru 11 septembrie,6.8,2h 14m,"Directors, Youssef Chahine, Amos Gitai, Shôhei Imamura, ","Writers, Alain Brigand, Youssef Chahine, Sabrina Dhawan, ","Maryam Karimi, Mohamad Dolati, Agelem Habibi, Esmat Vahedi, Ameneh Banizadeh, Razieh Jafari, Hassan Rezai, Najibeh Habibi, Emmanuelle Laborit, Jérôme Horry",Drama,N/A,N/A,"$1,266,063",https://www.imdb.com/title/tt0328802/
Husarul pe acoperiș,7.0,2h 15m,Jean-Paul Rappeneau,"Writers, Jean Giono, Jean-Paul Rappeneau, Nina Companeez, ","Juliette Binoche, Olivier Martinez, Pierre Arditi, François Cluzet, Jean Yanne, Claudio Amendola, Isabelle Carré, Carlo Cecchi, Christiane Cohendy, Jacques Sereys","French, Period Drama, Adventure, Drama, Romance, War",N/A,N/A,"$1,320,043",https://www.imdb.com/title/tt0113362/
Apartamentul de la etajul 5,6.2,1h 28m,Richard Loncraine,"Charlie Peters, Jill Ciment","Diane Keaton, Morgan Freeman, Cynthia Nixon, Carrie Preston, Claire van der Boom, Korey Jackson, Michael Cristofer, Diane Ciesla, Josh Pais, Maddie Corman","Comedy, Drama","2,508","$6,000,000 (estimated)","$3,679,847",https://www.imdb.com/title/tt2933544/
Greva,7.6,1h 22m,Sergei Eisenstein,"Writers, Grigoriy Aleksandrov, Sergei Eisenstein, Ilya Kravchunovsky, ","Grigoriy Aleksandrov, Maksim Shtraukh, Mikhail Gomorov, I. Ivanov, Ivan Klyukvin, Aleksandr Antonov, Yudif Glizer, Anatoliy Kuznetsov, Vera Yanukova, Vladimir Uralskiy","Political Drama, Drama",N/A,N/A,N/A,https://www.imdb.com/title/tt0015361/
Batalia de la Isandlwana,6.7,1h 57m,Douglas Hickox,"Cy Endfield, Anthony Storey","Burt Lancaster, Peter O'Toole, Simon Ward, Denholm Elliott, John Mills, Nigel Davenport, Michael Jayston, Peter Vaughan, James Faulkner, Christopher Cazenove","Costume Drama, Historical Epic, Action, Adventure, Drama, History, War",N/A,N/A,N/A,https://www.imdb.com/title/tt0080180/
Awara Paagal Deewana,6.3,2h 38m,Vikram Bhatt,"Writers, Anand S. Vardhan, Mangesh Kulkarni, Neeraj Vora, ","Akshay Kumar, Suniel Shetty, Aftab Shivdasani, Paresh Rawal, Preeti Jhangiani, Amrita Arora, Supriya Pilgaonkar, Aarti Chhabria, Johny Lever, Rahul Dev","Hindi, Dark Comedy, Martial Arts, One-Person Army Action, Slapstick, Action, Comedy, Crime, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt0319020/
Beneath the Darkness,4.5,1h 36m,Martin Guigui,Bruce Wilkinson,"Dennis Quaid, Tony Oller, Aimee Teegarden, Stephen Ford, Devon Werkheiser, Brett Cullen, Dahlia Waingort Guigui, Conrad Gonzales, Wilbur Penn, Amber Bartlett","Horror, Mystery, Thriller",N/A,"$7,300,000 (estimated)","$23,998",https://www.imdb.com/title/tt1781775/
Chup Chup Ke,7.0,2h 44m,"Kookie Gulati, Priyadarshan","Writers, Priyadarshan, Neeraj Vora, Jay Master, ","Kareena Kapoor, Shahid Kapoor, Paresh Rawal, Neha Dhupia, Rajpal Naurang Yadav, Suniel Shetty, Om Puri, Govardhan Asrani, Anupam Kher, Manoj Joshi","Hindi, Comedy, Drama, Romance",N/A,N/A,"$3,912,699",https://www.imdb.com/title/tt0464160/
Superpolițistul,6.3,1h 46m,Sergio Corbucci,"Sergio Corbucci, Sabatino Ciuffini","Terence Hill, Ernest Borgnine, Joanne Dru, Marc Lawrence, Julie Gordon, Lee Sandman, Sal Borgese, Woody Woodbury, Dow Stout, Herb Goldstein","Italian, Parody, Superhero, Action, Comedy, Fantasy, Sci-Fi",N/A,N/A,N/A,https://www.imdb.com/title/tt0082924/
One Point O,5.9,1h 35m,"Jeff Renfroe, Marteinn Thorsson","Jeff Renfroe, Marteinn Thorsson","Richard Rees, Jeremy Sisto, Udo Kier, Deborah Kara Unger, Bruce Payne, Constantin Florescu, Ana Maria Popa, Matt Devlen, Lance Henriksen, Eugene Byrd","Dystopian Sci-Fi, Drama, Horror, Mystery, Sci-Fi, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt0317042/
"Montevideo, vidimo se!",8.1,2h 21m,Dragan Bjelogrlic,"Dragan Bjelogrlic, Ranko Bozic, Dimitrije Vojnov","Milos Bikovic, Danijela Petkovic, Petar Strugar, Armand Assante, Viktor Savic, Elena Martínez, Branko Djuric, Predrag Vasic, Nebojsa Ilic, Vojin Cetkovic","Adventure, Biography, Comedy, History, Sport",N/A,"$5,400,000 (estimated)","$2,273,204",https://www.imdb.com/title/tt1801071/
Shanghai Express,7.3,1h 22m,Josef von Sternberg,"Jules Furthman, Harry Hervey","Marlene Dietrich, Clive Brook, Anna May Wong, Warner Oland, Eugene Pallette, Lawrence Grant, Louise Closser Hale, Gustav von Seyffertitz, Emile Chautard, Sami Ayanoglu","Costume Drama, Film Noir, Tragic Romance, Adventure, Drama, Romance",N/A,N/A,$71,https://www.imdb.com/title/tt0023458/
Space Battleship Yamato,6.0,2h 18m,Takashi Yamazaki,"Leiji Matsumoto, Yoshinobu Nishizaki, Shimako Sato","Takuya Kimura, Meisa Kuroki, Toshirô Yanagiba, Naoto Ogata, Hiroyuki Ikeuchi, Shin'ichi Tsutsumi, Maiko, Reiko Takashima, Toshiyuki Nishida, Toshihiro Yashiba","Japanese, Space Sci-Fi, Action, Adventure, Drama, Sci-Fi",N/A,"$12,000,000 (estimated)","$49,827,298",https://www.imdb.com/title/tt1477109/
Titanic,7.0,1h 38m,Jean Negulesco,"Writers, Charles Brackett, Walter Reisch, Richard L. Breen, ","Clifton Webb, Barbara Stanwyck, Robert Wagner, Audrey Dalton, Thelma Ritter, Brian Aherne, Richard Basehart, Allyn Joslyn, James Todd, Frances Bergen","Period Drama, Tragedy, Tragic Romance, Drama, History, Romance",N/A,"$1,805,000 (estimated)",N/A,https://www.imdb.com/title/tt0046435/
Northfork,6.2,1h 43m,Michael Polish,"Mark Polish, Michael Polish","Duel Farnes, Nick Nolte, Anthony Edwards, James Woods, Douglas Sebern, Claire Forlani, Mark Polish, Daryl Hannah, Graham Beckel, Josh Barker","Drama, Fantasy",N/A,"$1,900,000 (estimated)","$1,599,804",https://www.imdb.com/title/tt0322659/
Sinbad and the Eye of the Tiger,6.4,1h 53m,Sam Wanamaker,"Beverley Cross, Ray Harryhausen","Patrick Wayne, Taryn Power, Margaret Whiting, Jane Seymour, Patrick Troughton, Kurt Christian, Nadim Sawalha, Damien Thomas, Bruno Barnabe, Bernard Kay","Swashbuckler, Action, Adventure, Family, Fantasy",N/A,"$3,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0076716/
Obsesia,7.6,2h 20m,Luchino Visconti,"Writers, Luchino Visconti, Mario Alicata, Giuseppe De Santis, ","Clara Calamai, Massimo Girotti, Dhia Cristiani, Elio Marcuzzo, Vittorio Duse, Michele Riccardini, Juan de Landa, Michele Sakara","Italian, Crime, Drama, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0035160/
Dance with Me,6.0,2h 6m,Randa Haines,Daryl Matthews,"Vanessa Williams, Chayanne, Kris Kristofferson, Joan Plowright, Jane Krakowski, Beth Grant, Harry Groener, William Marquez, Scott Paetty, Rick Valenzuela","Drama, Music, Romance",N/A,N/A,"$15,923,122",https://www.imdb.com/title/tt0120576/
Te doy mis ojos,7.4,1h 49m,Icíar Bollaín,"Icíar Bollaín, Alicia Luna","Laia Marull, Luis Tosar, Candela Peña, Rosa Maria Sardà, Kiti Mánver, Sergi Calleja, David Mooney, Nicolás Fernández Luna, Elisabet Gelabert, Elena Irureta","Spanish, Drama, Romance",N/A,N/A,"$6,098,633",https://www.imdb.com/title/tt0350193/
Burning Bright,5.8,1h 29m,Carlos Brooks,"Christine Coyle Johnson, Julie Prendiville Roux, David Higgins","Briana Evigan, Charlie Tahan, Garret Dillahunt, Peggy Sheffield, Mary Rachel Quinn, Tom Nowicki, Katie, Schicka, Kismet, Meat Loaf","Psychological Drama, Supernatural Horror, Drama, Horror, Thriller",N/A,N/A,"$58,147",https://www.imdb.com/title/tt1244658/
Ukigusa,7.9,1h 59m,Yasujirô Ozu,"Yasujirô Ozu, Kôgo Noda, Tadao Ikeda","Ganjirô Nakamura, Machiko Kyô, Ayako Wakao, Hiroshi Kawaguchi, Haruko Sugimura, Hitomi Nozoe, Chishû Ryû, Kôji Mitsui, Haruo Tanaka, Yosuke Irie","Japanese, Drama",N/A,N/A,N/A,https://www.imdb.com/title/tt0053390/
Pusi pe jar,5.2,1h 23m,Jason Ensler,"William Tepper, Larry Hankin","Ray Romano, Kevin James, Sofía Vergara, Juliette Lewis, Kim Coates, Burt Reynolds, Michael Rapaport, Eric Allan Kramer, Barry Newman, Jack Kehler","Comedy, Crime",N/A,N/A,"$46,663",https://www.imdb.com/title/tt0409043/
Goodbye Solo,7.3,1h 31m,Ramin Bahrani,"Bahareh Azimi, Ramin Bahrani","Souleymane Sy Savane, Red West, Diana Franco Galindo, Carmen Leyva, Lane 'Roc' Williams, Mamadou Lam, J. Malaak Juuk, Jamill 'Peaches' Fowler, Norman L. Sloan, Trevor Metscher",Drama,N/A,N/A,"$942,209",https://www.imdb.com/title/tt1095442/
Cu ochii larg deschisi,7.3,1h 31m,Haim Tabakman,Merav Doster,"Zohar Strauss, Ran Khalil Danker, Tinkerbell, Tzahi Grad, Isaac Sharry, Avi Grainik, Eva Zrihen-Attali, Haim Zanati, Mati Atlas, Iftach Ophir","Drama, Romance",N/A,N/A,"$276,576",https://www.imdb.com/title/tt1424327/
Picaturi de apa pe pietre incinse,6.7,1h 22m,François Ozon,"Rainer Werner Fassbinder, François Ozon","Bernard Giraudeau, Malik Zidi, Ludivine Sagnier, Anna Thomson","French, Comedy, Drama, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0211387/
Jeffrey,6.8,1h 32m,Christopher Ashley,Paul Rudnick,"Steven Weber, Peter Jacobson, Tom Cayler, David Thornton, Lee Mark Nelson, John Ganun, Michael T. Weiss, Joe Dain, Jeffrey Ross, Irma St. Paule","Comedy, Drama",N/A,N/A,"$3,487,767",https://www.imdb.com/title/tt0113464/
Sleepwalking,6.1,1h 41m,William Maher,Zac Stanford,"Charlize Theron, Nick Stahl, AnnaSophia Robb, Deborra-Lee Furness, Mathew St. Patrick, Callum Keith Rennie, Woody Harrelson, Dennis Hopper, Ken Mitchell, Jean Freeman","Coming-of-Age, Drama",N/A,N/A,"$208,995",https://www.imdb.com/title/tt0888693/
Cezar trebuie sa moara,7.3,1h 17m,"Paolo Taviani, Vittorio Taviani","William Shakespeare, Paolo Taviani, Vittorio Taviani","Cosimo Rega, Salvatore Striano, Giovanni Arcuri, Antonio Frasca, Juan Dario Bonetti, Vincenzo Gallo, Rosario Majorana, Francesco De Masi, Gennaro Solito, Vittorio Parrella","Italian, Drama",N/A,N/A,"$1,567,339",https://www.imdb.com/title/tt2177511/
Minyeo-neun goerowo,6.7,2h,Kim Yong-hwa,"Writers, Noh Hye-Young, Kim Sun Jung, Seon-jeong Kim, ","Ju Jin-mo, Kim Ah-jung, Sung Dong-il, Kim Hyun-sook, Im Hyun Shik, Lee Han-wi, Ji Seo-yun, Park No-shik, Myeong Gyu, Jung Sung-Yoon","Korean, Comedy, Drama, Music, Romance",N/A,N/A,"$42,013,016",https://www.imdb.com/title/tt0940642/
Canalul,7.9,1h 31m,Andrzej Wajda,Jerzy Stefan Stawinski,"Teresa Izewska, Tadeusz Janczar, Wienczyslaw Glinski, Tadeusz Gwiazdowski, Stanislaw Mikulski, Emil Karewicz, Vladek Sheybal, Teresa Berezowska, Zofia Lindorf, Janina Jablonowska","Drama, War",N/A,N/A,N/A,https://www.imdb.com/title/tt0050585/
Girlhouse,5.5,1h 41m,"Jon Knautz, Trevor Matthews",Nick Gordon,"Ali Cobrin, Adam DiMarco, George Carroll, Alyson Bath, Elysia Rotaru, Chasty Ballesteros, Alice Hunter, Wesley MacInnes, Erin Agostino, Nicole Arianna Fox","Slasher Horror, Horror, Thriller",N/A,"$3,150,000 (estimated)",N/A,https://www.imdb.com/title/tt2577172/
Rafuiala,6.1,1h 37m,John Irvin,Ken Solarz,"Harvey Keitel, Stephen Dorff, Timothy Hutton, Famke Janssen, Wade Dominguez, Michael Jai White, Lucy Liu, Reno Wilson, Dana Barron, Tamara Clatterbuck","Caper, Heist, Crime, Drama, Thriller",N/A,"$8,000,000 (estimated)","$1,568,258",https://www.imdb.com/title/tt0118859/
Viva Las Vegas,6.4,1h 25m,George Sidney,Sally Benson,"Elvis Presley, Ann-Margret, Cesare Danova, William Demarest, Nicky Blair, Robert Aiken, Don Anderson, Larry Barton, Toni Basil, Herman Boden","Rock Musical, Comedy, Musical, Romance",N/A,"$1,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0058725/
Ele,5.6,1h 39m,Malgorzata Szumowska,"Tine Byrckel, Malgorzata Szumowska","Juliette Binoche, Anaïs Demoustier, Joanna Kulig, Louis-Do de Lencquesaing, Krystyna Janda, Andrzej Chyra, Ali Marhyar, Jean-Marie Binoche, François Civil, Pablo Beugnet","French, Psychological Drama, Drama",N/A,"€4,000,000 (estimated)","$3,822,241",https://www.imdb.com/title/tt1549589/
Almanya: Willkommen in Deutschland,7.1,1h 41m,Yasemin Samdereli,"Yasemin Samdereli, Nesrin Samdereli","Vedat Erincin, Fahri Yardim, Lilay Huser, Demet Gül, Aykut Kayacik, Aycan Vardar, Ercan Karacayli, Kaan Aydogdu, Aliya Artuc, Siir Eloglu","German, Comedy, Drama",N/A,N/A,"$14,885,722",https://www.imdb.com/title/tt1630027/
Sunt eroul tau,5.1,2h 8m,David Dhawan,"Tushar Hiranandani, Milap Zaveri","Varun Dhawan, Ileana D'Cruz, Nargis Fakhri, Arunoday Singh, Anupam Kher, Saurabh Shukla, Rajpal Naurang Yadav, Evelyn Sharma, Manoj Pahwa, Supriya Shukla","Hindi, Action, Comedy, Romance",N/A,N/A,"$10,338,463",https://www.imdb.com/title/tt2762334/
