Title,Rating,Runtime,Directors,Writers,Stars,Genres,Popularity,Budget,Gross Worldwide,URL
Blind,6.8,1h 36m,Eskil Vogt,Eskil Vogt,"Ellen Dorrit Petersen, Henrik Rafaelsen, Vera Vitali, Marius Kolbenstvedt, Stella Kvam Young, Isak Nikolai Møller, Jacob Young, Nikki Butenschøn, Erle Kyllingmark, Fredrik Sandahl","Swedish, Drama",N/A,N/A,"$39,434",https://www.imdb.com/title/tt2616810/
Svetat e golyam i spasenie debne otvsyakade,7.9,1h 45m,Stephan Komandarev,"Writers, Yurii Dachev, Stephan Komandarev, Dusan Milic, ","Predrag 'Miki' Manojlovic, Carlo Ljubek, Hristo Mutafchiev, Ana Papadopulu, Lyudmila Cheshmedzhieva, Nikolai Urumov, Blagovest Mutafchiev, Vasil Vasilev-Zueka, Dorka Gryllus, Heinz-Josef Braun",Drama,N/A,N/A,"$291,275",https://www.imdb.com/title/tt1178197/
Livide,5.7,1h 32m,"Alexandre Bustillo, Julien Maury","Julien Maury, Alexandre Bustillo","Chloé Coulloud, Félix Moati, Jérémy Kapone, Catherine Jacob, Béatrice Dalle, Chloé Marcq, Marie-Claude Pietragalla, Loïc Berthézène, Joël Cudennec, Sabine Londault","French, Dark Fantasy, Folk Horror, Vampire Horror, Fantasy, Horror",N/A,"€2,390,000 (estimated)",N/A,https://www.imdb.com/title/tt1727516/
Om al Vestului,7.0,1h 40m,Anthony Mann,"Reginald Rose, Will C. Brown","Gary Cooper, Julie London, Lee J. Cobb, Arthur O'Connell, Jack Lord, John Dehner, Royal Dano, Robert J. Wilke, Leah Baird, Joe Dominguez","Classical Western, Period Drama, Drama, Western",N/A,"$1,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0051899/
Mulberry Street,5.5,1h 24m,Jim Mickle,"Nick Damici, Jim Mickle","Nick Damici, Kim Blair, Ron Brice, Bo Corre, Tim House, Larry Fleischman, Larry Medich, Javier Picayo, Antone Pagán, John Hoyt","B-Horror, Horror, Sci-Fi, Thriller",N/A,"$60,000 (estimated)","$97,182",https://www.imdb.com/title/tt0473514/
Sotronul,7.1,1h 46m,Ronald Neame,"Brian Garfield, Bryan Forbes","Walter Matthau, Glenda Jackson, Sam Waterston, Ned Beatty, Herbert Lom, David Matthau, George Baker, Ivor Roberts, Lucy Saroyan, Severn Darden","Adventure, Comedy",N/A,"$9,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0080889/
"Bestia de la 20,000 de stânjeni marini",6.6,1h 20m,Eugène Lourié,"Writers, Lou Morheim, Fred Freiberger, Ray Bradbury, ","Paul Hubschmid, Paula Raymond, Cecil Kellaway, Kenneth Tobey, Donald Woods, Lee Van Cleef, Steve Brodie, Ross Elliott, Jack Pennick, Ray Hyke","Kaiju, Monster Horror, Supernatural Horror, Horror, Sci-Fi",N/A,"$210,000 (estimated)",N/A,https://www.imdb.com/title/tt0045546/
Razbunare si iertare,5.6,1h 28m,Ernest R. Dickerson,"Donald Goines, James Gibson","DMX, Michael Ealy, Drew Sidora, Antwon Tanner, Robby Robinson, Luenell, David Arquette, Clifton Powell, Wealthy Linn Gener, Jeff Sanders","Action, Crime, Drama, Thriller",N/A,"$3,000,000 (estimated)","$5,923,000",https://www.imdb.com/title/tt0354766/
Still Life,7.4,1h 32m,Uberto Pasolini,Uberto Pasolini,"Eddie Marsan, Joanne Froggatt, Karen Drury, Andrew Buchan, Neil D'Souza, David Shaw Parker, Michael Elkin, Ciaran McIntyre, Tim Potter, Paul Anderson",Drama,N/A,N/A,"$2,495,025",https://www.imdb.com/title/tt2395417/
Rangeela,7.4,2h 22m,Ram Gopal Varma,"Writers, H. Banerjee, Sanjay Chhel, Ram Gopal Varma, ","Aamir Khan, Urmila Matondkar, Jackie Shroff, Gulshan Grover, Avtar Gill, Achyut Potdar, Reema Lagoo, Rammohan Sharma, Shammi, Shefali Shah","Hindi, Romantic Comedy, Comedy, Drama, Musical, Romance",N/A,N/A,"₹334,412,500",https://www.imdb.com/title/tt0114234/
Beatles - tinerete zbuciumata,6.7,1h 40m,Iain Softley,"Iain Softley, Michael Thomas, Stephen Ward","Sheryl Lee, Stephen Dorff, Ian Hart, Gary Bakewell, Chris O'Neill, Scot Williams, Kai Wiesinger, Jennifer Ehle, Marcelle Duprey, John White","Biography, Drama, Music, Romance",N/A,N/A,"$4,708,451",https://www.imdb.com/title/tt0106339/
Pina unde ma vor duce picioarele,7.3,2h 38m,Hardy Martins,"Writers, Josef Martin Bauer, Bastian Clevé, Hardy Martins, ","Bernhard Bettermann, Iris Böhm, Anatoliy Kotenyov, Michael Mendl, Irina Pantaeva, Hans-Uwe Bauer, André Hennicke, Antonio Wannek, Johannes Hitzblech, Stephan Wolf-Schönburg","German, Action, Adventure, Drama, War",N/A,"DEM 15,000,000 (estimated)","$804,608",https://www.imdb.com/title/tt0277327/
Yennai Arindhaal,7.3,2h 48m,Gautham Vasudev Menon,"Writers, Thiagarajan Kumararaja, Gautham Vasudev Menon, Shridhar Raghavan, ","Ajith Kumar, Arun Vijay, Trisha Krishnan, Anushka Shetty, Krrish Menon, Vivek, Anikha Surendran, Ashish Vidyarthi, Suman, Avinash","Tamil, Action, Crime, Drama, Thriller",N/A,"₹500,000,000 (estimated)","$841,040",https://www.imdb.com/title/tt4258292/
Aventurile lui Sherlock Holmes,7.2,1h 25m,Alfred L. Werker,"Writers, Edwin Blum, William Absalom Drake, William Gillette, ","Basil Rathbone, Nigel Bruce, Ida Lupino, Alan Marshal, Terry Kilburn, George Zucco, Henry Stephenson, E.E. Clive, Arthur Hohl, May Beatty","Conspiracy Thriller, Crime, Mystery, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt0031022/
Barbati si puicute,6.7,1h 44m,Anders Thomas Jensen,Anders Thomas Jensen,"David Dencik, Mads Mikkelsen, Nikolaj Lie Kaas, Søren Malling, Nicolas Bro, Stine Engberg Andersen, Rikke Louise Andersson, Ulla Asbjørn-Damsted, Thor Bisbjerg, Valdemar Bemmann Bredning","Danish, Buddy Comedy, Dark Comedy, Quirky Comedy, Satire, Comedy, Drama, Mystery, Sci-Fi",N/A,N/A,"$4,765,472",https://www.imdb.com/title/tt3877674/
The War Game,7.9,48m,Peter Watkins,Peter Watkins,"Dick Graham, Michael Aspel, Dave Baldwin, Kathy Staff, Peter Watkins","Tragedy, Drama, War",N/A,N/A,N/A,https://www.imdb.com/title/tt0059894/
Hachigatsu no rapusodî,7.2,1h 38m,Akira Kurosawa,"Kiyoko Murata, Akira Kurosawa, Ishirô Honda","Sachiko Murase, Hisashi Igawa, Narumi Kayashima, Tomoko Ôtakara, Mitsunori Isaki, Toshie Negishi, Hidetaka Yoshioka, Chôichirô Kawarasaki, Mieko Suzuki, Richard Gere","Japanese, Drama, War",N/A,N/A,"$517,538",https://www.imdb.com/title/tt0101991/
Prietenul prietenei mele,5.8,1h 24m,Daryn Tufts,"Daryn Tufts, Benji Smith","Christopher Gorham, Alyssa Milano, Michael Landes, Carol Kane, Tom Lenk, Beau Bridges, Kelly Packard, Stephen Carey, Paul Carey, Maclain Nelson","Comedy, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt1447793/
Alpii,6.3,1h 33m,Yorgos Lanthimos,"Efthimis Filippou, Yorgos Lanthimos","Angeliki Papoulia, Aris Servetalis, Johnny Vekris, Ariane Labed, Sofia Aivathiadou, Efstathia Angeli, Ilias Antzoulatos, Giorgos Athanasopoulos, Tasos Bahouros, Dimitris Bosinakos","Greek, Drama",N/A,"€97,000 (estimated)","$233,222",https://www.imdb.com/title/tt1859446/
Codul tacerii,6.0,1h 40m,Andrew Davis,"Writers, Michael Butler, Dennis Shryack, Mike Gray, ","Chuck Norris, Henry Silva, Bert Remsen, Mike Genovese, Nathan Davis, Ralph Foody, Allen Hamilton, Ron Henriquez, Joe Guzaldo, Molly Hagan","Action, Crime, Drama, Thriller",N/A,"$7,000,000 (estimated)","$20,345,361",https://www.imdb.com/title/tt0088936/
The Other End of the Line,6.1,1h 46m,James Dodson,Tracey Jackson,"Jesse Metcalfe, Austin Basis, Larry Miller, Michael Chen, Nouva Monika Wahlgren, Sara Foster, Harry Key, Shriya Saran, Tara Sharma, Sushmita Mukherjee","Comedy, Drama, Family, Romance",N/A,"$14,000,000 (estimated)","$507,534",https://www.imdb.com/title/tt1049405/
Khaleja,7.6,2h 50m,Trivikram Srinivas,"Trivikram Srinivas, Ravi Kiran","Mahesh Babu, Anushka Shetty, Prakash Raj, Brahmanandam, Tanikella Bharani, Sunil, Kota Srinivasa Rao, Rao Ramesh, Mohammad Ali, Amit Tiwari","Telugu, Action, Comedy, Fantasy",N/A,N/A,"$27,416",https://www.imdb.com/title/tt1582519/
Ghajini,7.6,2h 55m,A.R. Murugadoss,"A.R. Murugadoss, Shashank","Suriya, Asin, Nayanthara, Pradeep Singh Rawat, Riyaz Khan, Manobala, Sathyan, Ramanathan, Venba","Tamil, One-Person Army Action, Psychological Thriller, Tragic Romance, Action, Drama, Mystery, Romance, Thriller",N/A,"₹120,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0449951/
Hologramã pentru rege,6.1,1h 38m,Tom Tykwer,"Dave Eggers, Tom Tykwer","Tom Hanks, Omar Elba, Sarita Choudhury, Sidse Babett Knudsen, Tracey Fairaway, Jane Perry, Tom Skerritt, Michael Baral, Lewis Rainer, Alexander Molkenthin","Comedy, Drama, Romance",N/A,"$30,000,000 (estimated)","$9,169,507",https://www.imdb.com/title/tt2980210/
Flirt,7.1,1h 39m,John Duigan,John Duigan,"Noah Taylor, Thandiwe Newton, Nicole Kidman, Bartholomew Rose, Felix Nobis, Josh Picker, Kiri Paramore, Marc Aden Gray, Gregg Palmer, Joshua Marshall","Teen Romance, Drama, Romance",N/A,N/A,"$2,415,396",https://www.imdb.com/title/tt0101898/
Feed,5.3,1h 41m,Brett Leonard,"Patrick Thompson, Alex O'Loughlin, Kieran Galvin","Alex O'Loughlin, Patrick Thompson, Gabby Millgate, Jack Thompson, Rose Ashton, Matthew Le Nevez, David Field, Sherly Sulaiman, Marika Aubrey, Adam Hunt","Body Horror, Crime, Horror, Thriller",N/A,N/A,"$33,004",https://www.imdb.com/title/tt0445965/
Extreme Ops,4.4,1h 33m,Christian Duguay,"Timothy Scott Bogart, Mark Mullin, Michael Zaidan","Devon Sawa, Bridgette Wilson-Sampras, Rupert Graves, Rufus Sewell, Heino Ferch, Joe Absolom, Jana Pallaske, Jean-Pierre Castaldi, Liliana Komorowska, Klaus Löwitsch","Dark Comedy, Action, Adventure, Thriller",N/A,"$40,000,000 (estimated)","$10,959,475",https://www.imdb.com/title/tt0283160/
Trauma,5.8,1h 46m,Dario Argento,"Writers, Franco Ferrini, Gianni Romoli, Dario Argento, ","Christopher Rydell, Asia Argento, Piper Laurie, Frederic Forrest, Laura Johnson, Dominique Serrand, James Russo, Ira Belgrade, Brad Dourif, Hope Alexander-Willis","Giallo, Slasher Horror, Horror, Mystery, Thriller",N/A,"$7,000,000 (estimated)",$475,https://www.imdb.com/title/tt0104053/
Wild Bill,5.8,1h 37m,Walter Hill,"Peter Dexter, Thomas Babe, Walter Hill","Jeff Bridges, Ellen Barkin, John Hurt, Diane Lane, Keith Carradine, David Arquette, Christina Applegate, Bruce Dern, James Gammon, Marjoe Gortner","Classical Western, Western Epic, Action, Biography, Drama, Western",N/A,"$30,000,000 (estimated)","$2,193,982",https://www.imdb.com/title/tt0114938/
Berlin Kaplani,5.2,1h 38m,Hakan Algül,Ata Demirer,"Ata Demirer, Tarik Ünlüoglu, Necati Bilgiç, Nihal Yalçin, Özlem Türkad, Mert Aran, Cemil Özbayer, Orhan Güner, Cengiz Bozkurt, Yaman Tüzcet","Turkish, Comedy, Sport",N/A,N/A,"$11,842,023",https://www.imdb.com/title/tt2142711/
L'homme qui aimait les femmes,7.4,2h,François Truffaut,"Michel Fermaud, Suzanne Schiffman, François Truffaut","Charles Denner, Brigitte Fossey, Nelly Borgeaud, Geneviève Fontanel, Leslie Caron, Nathalie Baye, Valérie Bonnier, Jean Dasté, Sabine Glaser, Henri Agel","French, Comedy, Drama, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0076155/
Faults,6.7,1h 29m,Riley Stearns,Riley Stearns,"Leland Orser, Mary Elizabeth Winstead, Chris Ellis, Jon Gries, Lance Reddick, Leonard Earl Howze, Nicholas Tucci, Beth Grant, David Chandler, David Zellner","Dark Comedy, Psychological Thriller, Drama, Mystery, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt3021360/
Metro,6.4,2h 13m,Anton Megerdichev,"Writers, Dmitry Safonov, Denis Kuryshev, Viktoriya Evseeva, ","Sergey Puskepalis, Anatoliy Beliy, Svetlana Khodchenkova, Anfisa Vistingauzen, Aleksey Bardukov, Katerina Shpitsa, Elena Panova, Stanislav Duzhnikov, Sergey Sosnovskiy, Yaroslav Zhalnin","Russian, Action, Drama, Thriller",N/A,"$13,000,000 (estimated)","$15,099,267",https://www.imdb.com/title/tt2649128/
Twelfth Night or What You Will,7.1,2h 14m,Trevor Nunn,"William Shakespeare, Trevor Nunn","Imogen Stubbs, Steven Mackintosh, Nicholas Farrell, Sidney Livingstone, Ben Kingsley, James Walker, Helena Bonham Carter, Nigel Hawthorne, Mel Smith, Imelda Staunton","Comedy, Drama, Romance",N/A,"$5,000,000 (estimated)","$588,621",https://www.imdb.com/title/tt0117991/
La granita legii,6.4,1h 48m,Larry Ferguson,Larry Ferguson,"Charlie Sheen, Linda Fiorentino, Michael Madsen, Courtney B. Vance, Leon Rippy, Dennis Burkley, Lyndsay Riddell, Rino Thunder, Rip Torn, James Oscar Lee","Cop Drama, Police Procedural, Crime, Drama, Thriller",N/A,"$18,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0103805/
Humanoids from the Deep,5.7,1h 20m,"Barbara Peeters, Jimmy T. Murakami","Frank Arnold, Martin B. Cohen, William Martin","Doug McClure, Ann Turkel, Vic Morrow, Cindy Weintraub, Anthony Pena, Denise Galik, Lynn Theel, Meegan King, Breck Costin, Hoke Howell","Body Horror, Monster Horror, Horror, Sci-Fi",N/A,N/A,$426,https://www.imdb.com/title/tt0080904/
Mirajul dansului 2,6.0,1h 35m,Steven Jacobson,"Carol Heikkinen, Karen Bloch Morse","Kenny Wormald, Rachele Brooke Smith, Sarah Jayne Jensen, Nicole Muñoz, Christopher Russell, Peter Gallagher, Ethan Stiefel, Christian Vincent, Daniela Dib, Yan-Kay Crystal Lowe","Drama, Music, Romance",N/A,N/A,"$34,073",https://www.imdb.com/title/tt1145144/
"Plesneste-o, e frantuzoaica",5.1,1h 32m,Melanie Mayron,"Lamar Damon, Robert Lee King","Piper Perabo, Jane McGregor, Michael McKean, Trent Ford, Julie White, Brandon Smith, Jesse James, Nicki Aycox, Alexandra Adi, Matt Czuchry","Teen Romance, Comedy, Romance",N/A,"$10,000,000 (estimated)","$1,789,525",https://www.imdb.com/title/tt0187512/
Ucigaşii,7.0,1h 33m,Don Siegel,"Ernest Hemingway, Gene L. Coon","Lee Marvin, Angie Dickinson, John Cassavetes, Clu Gulager, Claude Akins, Norman Fell, Ronald Reagan, Virginia Christine, Don Haggerty, Robert Phillips","Crime, Drama, Mystery, Thriller",N/A,"$750,000 (estimated)","$9,261",https://www.imdb.com/title/tt0058262/
Birds of America,6.0,1h 25m,Craig Lucas,Elyse Friedman,"Matthew Perry, Ben Foster, Ginnifer Goodwin, Lauren Graham, Zoë Kravitz, Hilary Swank, Gary Wilmes, Daniel Eric Gold, Stacie Theon, Lindsay Allen","Dark Comedy, Comedy, Drama",N/A,N/A,"$150,278",https://www.imdb.com/title/tt1029134/
La peau douce,7.5,1h 53m,François Truffaut,"François Truffaut, Jean-Louis Richard","Jean Desailly, Françoise Dorléac, Nelly Benedetti, Daniel Ceccaldi, Laurence Badie, Philippe Dumat, Paule Emanuele, Maurice Garrel, Sabine Haudepin, Dominique Lacarrière","French, Drama, Romance",N/A,N/A,"$61,789",https://www.imdb.com/title/tt0058458/
Chip de înger,7.2,1h 31m,Otto Preminger,"Writers, Frank S. Nugent, Oscar Millard, Chester Erskine, ","Robert Mitchum, Jean Simmons, Mona Freeman, Herbert Marshall, Leon Ames, Barbara O'Neil, Kenneth Tobey, Raymond Greenleaf, Griff Barnett, Robert Gist","Film Noir, Crime, Drama, Romance, Thriller",N/A,"$1,039,000 (estimated)",N/A,https://www.imdb.com/title/tt0044357/
Monstrul,4.1,1h 46m,Brett Leonard,"Steve Gerber, Hans Rodionoff","Jack Thompson, Matthew Le Nevez, Steve Bastoni, Rachael Taylor, Rawiri Paratene, Alex O'Loughlin, Robert Mammone, Patrick Thompson, William Zappa, John Batchelor","Superhero, Action, Adventure, Horror, Romance, Sci-Fi",N/A,"$5,000,000 (estimated)","$1,123,136",https://www.imdb.com/title/tt0290747/
Tratamentul,7.1,2h 11m,Hans Herbots,"Carl Joos, Candy Davis","Geert Van Rampelberg, Ina Geerts, Johan van Assche, Laura Verlinden, Roel Swanenberg, Kyan Steverlynck, Dominique Van Malder, Michael Vergauwen, Ingrid De Vos, Circé Lethem","Dutch, Crime, Drama, Mystery, Thriller",N/A,N/A,"$1,454,682",https://www.imdb.com/title/tt3089778/
Crazy on the Outside,5.5,1h 36m,Tim Allen,"Judd Pillot, John Peaslee","Tim Allen, Sigourney Weaver, Ray Liotta, J.K. Simmons, Julie Bowen, Kelsey Grammer, Jeanne Tripplehorn, Helen Slayton-Hughes, Kenton Duty, Daniel Booko","Comedy, Crime",N/A,N/A,"$88,335",https://www.imdb.com/title/tt1196134/
Requiem,6.8,1h 33m,Hans-Christian Schmid,Bernd Lange,"Sandra Hüller, Burghart Klaußner, Imogen Kogge, Anna Blomeier, Nicholas Reinke, Jens Harzer, Walter Schmidinger, Friederike Adolph, Irene Kugler, Johann Adam Oest","German, Drama, Horror",N/A,N/A,"$262,460",https://www.imdb.com/title/tt0454931/
Bãtãlie în ceruri,5.5,1h 38m,Carlos Reygadas,Carlos Reygadas,"Marcos Hernández, Anapola Mushkadiz, Bertha Ruiz, David Bornstein, Rosalinda Ramirez, El Abuelo, Brenda Angulo, El Mago, Francisco 'El Gato' Martínez, Diego Martínez Vignatti","Spanish, Crime, Drama",N/A,"€1,601,792 (estimated)","$258,227",https://www.imdb.com/title/tt0387055/
Mese separate,7.3,1h 40m,Delbert Mann,"Terence Rattigan, John Gay, John Michael Hayes","Rita Hayworth, Deborah Kerr, David Niven, Wendy Hiller, Burt Lancaster, Gladys Cooper, Cathleen Nesbitt, Felix Aylmer, Rod Taylor, Audrey Dalton","Drama, Romance",N/A,N/A,N/A,https://www.imdb.com/title/tt0052182/
Parada cea mare,7.9,2h 31m,"King Vidor, George W. Hill","Writers, Laurence Stallings, Harry Behn, Joseph Farnham, ","John Gilbert, Renée Adorée, Hobart Bosworth, Claire McDowell, Claire Adams, Robert Ober, Tom O'Brien, Karl Dane, Rosita Marstini, Arthur H. Allen","Coming-of-Age, Epic, Romantic Epic, War Epic, Drama, Romance, War",N/A,"$245,000 (estimated)",N/A,https://www.imdb.com/title/tt0015624/
Asterix Conquers America,5.9,1h 25m,Gerhard Hahn,"Writers, René Goscinny, Albert Uderzo, Pierre Tchernia, ","Roger Carel, Pierre Tornade, Henri Labussière, François Chaix, Michel Tugot-Doris, Jean Dautremay, Robert Party, Jean-Luc Galmiche, Olivier Jankovic, Nathalie Spitzer","Hand-Drawn Animation, Adventure, Animation, Comedy, Family, Fantasy, Western",N/A,"DEM 19,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0109162/
Un alt început,7.0,1h 57m,Lee David Zlotoff,Lee David Zlotoff,"Alison Elliott, Ellen Burstyn, Marcia Gay Harden, Will Patton, Kieran Mulroney, Gailard Sartain, John M. Jackson, Louise De Cormier, Ida Griesemer, Lincoln Grow",Drama,N/A,"$6,000,000 (estimated)","$12,658,486",https://www.imdb.com/title/tt0117718/
Trojan War,5.7,1h 24m,George Huang,"Andy Burg, Scott Myers","Will Friedle, Jennifer Love Hewitt, Marley Shelton, Danny Masterson, Jason Marsden, Eric Balfour, Jennie Kwan, Charlotte Ayanna, Lee Majors, John Finn","Comedy, Romance",N/A,"$15,000,000 (estimated)",$309,https://www.imdb.com/title/tt0120376/
Dracula 3000,2.1,1h 26m,Darrell Roodt,"Ivan Milborrow, Darrell Roodt","Casper Van Dien, Erika Eleniak, Coolio, Alexandra Kamp, Grant Swanby, Langley Kirkwood, Tom Lister Jr., Udo Kier","Space Sci-Fi, Supernatural Horror, Vampire Horror, Horror, Sci-Fi",N/A,N/A,N/A,https://www.imdb.com/title/tt0367677/
Zübük,8.5,1h 28m,Kartal Tibet,"Aziz Nesin, Atif Yilmaz","Kemal Sunal, Nevra Serezli, Metin Serezli, Kadir Savun, Ahmet Açan, Nevzat Açikgöz, Zeki Alpan, Osman Alyanak, Bahri Ates, Resit Çildam","Turkish, Comedy",N/A,N/A,N/A,https://www.imdb.com/title/tt0253991/
Séraphine,7.4,2h 5m,Martin Provost,"Marc Abdelnour, Martin Provost","Yolande Moreau, Ulrich Tukur, Anne Bennent, Geneviève Mnich, Adélaïde Leroux, Nico Rogner, Françoise Lebrun, Hélène Hardouin, Serge Larivière, Léna Breban","French, Biography, Drama",N/A,"€3,674,000 (estimated)","$9,402,702",https://www.imdb.com/title/tt1048171/
Secret irezistibil,5.7,1h 43m,Ann Turner,Ann Turner,"Susan Sarandon, Sam Neill, Emily Blunt, Charles 'Bud' Tingwell, William McInnes, Georgie Parker, Terry Norris, Joanna Hunt-Prokhovnik, Lauren Mikkor, Heather Mitchell","Erotic Thriller, Drama, Mystery, Thriller",N/A,N/A,N/A,https://www.imdb.com/title/tt0448564/
Izgnanie,7.5,2h 37m,Andrey Zvyagintsev,"William Saroyan, Artyom Melkumyan, Oleg Negin","Konstantin Lavronenko, Maria Bonnevie, Aleksandr Baluev, Dmitriy Ulyanov, Vitaliy Kishchenko, Maksim Shibayev, Yekaterina Kulkina, Aleksey Vertkov, Igor Sergeev, Ira Gonto","Russian, Drama, Romance",N/A,N/A,"$641,101",https://www.imdb.com/title/tt0488905/
Trezindu-te în Reno,5.5,1h 31m,Jordan Brady,"Brent Briscoe, Mark Fauser","Natasha Richardson, Holmes Osborne, Billy Bob Thornton, Patrick Swayze, Charlize Theron, Billy O'Sullivan, Galvin Chapman, Kelsey Chapman, Cleo King, Chelcie Ross","Comedy, Romance",N/A,N/A,"$374,312",https://www.imdb.com/title/tt0219400/
Mai mare ca viaţa,7.4,1h 35m,Nicholas Ray,"Writers, Cyril Hume, Richard Maibaum, Burton Roueche, ","James Mason, Barbara Rush, Walter Matthau, Robert F. Simon, Christopher Olsen, Roland Winters, Rusty Lane, Rachel Stephens, Kipp Hamilton, Dee Aaker","Medical Drama, Psychological Drama, Drama",N/A,"$1,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0049010/
Critters 4,4.1,1h 27m,Rupert Harvey,"Writers, Rupert Harvey, Barry Opper, Joseph Lyle, ","Don Keith Opper, Terrence Mann, Paul Whitthorne, Anders Hove, Angela Bassett, Brad Dourif, Eric DaRe, Martine Beswick, Anne Ramsay","Space Sci-Fi, Horror, Sci-Fi",N/A,N/A,N/A,https://www.imdb.com/title/tt0101628/
Tactical Force,4.7,1h 31m,Adamo P. Cultraro,Adamo P. Cultraro,"Steve Austin, Michael Shanks, Michael Jai White, Adrian Holmes, Candace Elaine, Lexa Doig, Steve Bacic, Michael Eklund, Darren Shahlavi, Peter Kent","B-Action, Dark Comedy, Raunchy Comedy, Action, Adventure, Comedy, Crime, Thriller",N/A,"$8,400,000 (estimated)","$148,850",https://www.imdb.com/title/tt1458915/
Life of a King,6.9,1h 40m,Jake Goldberger,"Jake Goldberger, David Scott, Dan Wetzel","Cuba Gooding Jr., Dennis Haysbert, George Dick, Thurston Hill III, J.D. Walsh, Rachae Thomas, Derrick L. McMillon, LisaGay Hamilton, Richard T. Jones, Meakil Bell","Coming-of-Age, Docudrama, Drama",N/A,N/A,"$44,161",https://www.imdb.com/title/tt2708254/
Camille Claudel,7.2,2h 55m,Bruno Nuytten,"Writers, Reine-Marie Paris, Bruno Nuytten, Marilyn Goldin, ","Isabelle Adjani, Gérard Depardieu, Madeleine Robinson, Laurent Grévill, Philippe Clévenot, Katrine Boorman, Maxime Leroux, Danièle Lebrun, Jean-Pierre Sentier, Roger Planchon","French, Period Drama, Biography, Drama, History, Romance",N/A,N/A,"$3,331,892",https://www.imdb.com/title/tt0094828/
Magazin de sinucideri,6.2,1h 19m,Patrice Leconte,"Patrice Leconte, Jean Teulé","Bernard Alane, Isabelle Spade, Kacey Mottet Klein, Isabelle Giami, Laurent Gendron, Pierre-François Martin-Laval, Eric Métayer, Jacques Mathou, Urbain Cancelier, Pascal Parmentier","French, Hand-Drawn Animation, Animation, Comedy, Musical",N/A,N/A,"$2,514,478",https://www.imdb.com/title/tt1655413/
Phase IV,6.4,1h 24m,Saul Bass,Mayo Simon,"Nigel Davenport, Michael Murphy, Lynne Frederick, Alan Gifford, Robert Henderson, Helen Horton, David Healy","Horror, Sci-Fi, Thriller",N/A,N/A,$289,https://www.imdb.com/title/tt0070531/
Zero 2,7.5,1h 30m,Emilis Velyvis,"Jonas Banys, Aidas Puklevicius, Emilis Velyvis","Zemyna Asmontaite, Donatas Ivanauskas, Kestutis Stasys Jakstas, Inga Jankauskaite, Bronius Kindurys, Aurimas Meliesius, Mindaugas Papinigis, Andrius Paulavicius, Ramunas Rudokas, Vytautas Sapranauskas","Comedy, Thriller",N/A,"LTL 1,000,000 (estimated)","$368,432",https://www.imdb.com/title/tt1592292/
Dedh Ishqiya,7.0,2h 32m,Abhishek Chaubey,"Vishal Bhardwaj, Abhishek Chaubey, Darab Farooqui","Madhuri Dixit, Naseeruddin Shah, Arshad Warsi, Huma Qureshi, Vijay Raaz, Manoj Pahwa, Salman Shahid, Bhuvan Arora, Habib Azmi, John Vijay","Hindi, Comedy, Drama, Romance, Thriller",N/A,N/A,"$5,554,054",https://www.imdb.com/title/tt2675978/
Justiție finală,6.4,1h 49m,Peter Hyams,"Roderick Taylor, Peter Hyams","Michael Douglas, Hal Holbrook, Yaphet Kotto, Sharon Gless, James Sikking, Joe Regalbuto, Don Calfa, John DiSanti, Otis Day, Jack Kehoe","Legal Thriller, Crime, Drama, Mystery, Thriller",N/A,N/A,"$5,555,305",https://www.imdb.com/title/tt0086356/
Rubinrot,6.0,2h 2m,Felix Fuchssteiner,"Katharina Schöde, Kerstin Gier","Josefine Preuß, Florian Bartholomäi, Uwe Kockisch, Johannes Silberschneider, Gerlinde Locker, Laura Berlin, Sibylle Canonica, Katharina Thalbach, Veronica Ferres, Levin Henning","German, Superhero, Supernatural Fantasy, Teen Romance, Adventure, Drama, Family, Fantasy, Romance",N/A,N/A,"$5,524,381",https://www.imdb.com/title/tt2418558/
Bleeder,6.8,1h 38m,Nicolas Winding Refn,Nicolas Winding Refn,"Kim Bodnia, Mads Mikkelsen, Rikke Louise Andersson, Liv Corfixen, Levino Jensen, Zlatko Buric, Claus Flygare, Ole Abildgaard, Gordana Radosavljevic, Marko Zecewic","Danish, Crime, Drama",N/A,N/A,N/A,https://www.imdb.com/title/tt0161292/
Râul,6.3,2h 4m,Mark Rydell,"Robert Dillon, Julian Barry","Mel Gibson, Sissy Spacek, Shane Bailey, Becky Jo Lynch, Scott Glenn, Don Hood, Billy Green Bush, James Tolkan, Bob W. Douglas, Andy Stahl",Drama,N/A,"$18,000,000 (estimated)","$11,489,982",https://www.imdb.com/title/tt0088007/
